"105302","20120834","20120836","1.51.5.2","1.51.5.4","中国","未知",""
"105304","20120838","20121087","1.51.5.6","1.51.5.255","中国","未知",""
"105305","20121088","20123647","1.51.6.0","1.51.15.255","中国","未知",""
"105309","20135936","20148223","1.51.64.0","1.51.111.255","中国","未知",""
"105312","20152320","20156415","1.51.128.0","1.51.143.255","中国","未知",""
"105335","20929536","20930559","1.63.92.0","1.63.95.255","黑龙江","未知",""
"105341","21233664","21235455","1.68.0.0","1.68.6.255","山西","未知",""
"105342","21235456","21237503","1.68.7.0","1.68.14.255","山西","未知",""
"105343","21237504","21239551","1.68.15.0","1.68.22.255","山西","未知",""
"105344","21239552","21249791","1.68.23.0","1.68.62.255","山西","未知",""
"105346","21250048","21266431","1.68.64.0","1.68.127.255","山西","未知",""
"105368","21487616","21495807","1.71.224.0","1.71.255.255","山西","未知",""
"105426","22517760","22519807","1.87.152.0","1.87.159.255","陕西","未知",""
"105435","24379392","24575999","1.116.0.0","1.118.255.255","中国","未知",""
"105437","24608768","24641535","1.119.128.0","1.119.255.255","中国","未知",""
"105783","28622848","28628991","1.180.192.0","1.180.215.255","内蒙古","未知",""
"105787","28639232","28671999","1.181.0.0","1.181.127.255","内蒙古","未知",""
"105823","28868608","28884991","1.184.128.0","1.184.191.255","中国","未知",""
"105826","28925952","28950527","1.185.96.0","1.185.191.255","中国","未知",""
"105832","29121024","29122559","1.188.90.0","1.188.95.255","黑龙江","未知",""
"105834","29124608","29130751","1.188.104.0","1.188.127.255","黑龙江","未知",""
"105856","29338624","29339647","1.191.172.0","1.191.175.255","黑龙江","未知",""
"106137","234881024","234883071","14.0.0.0","14.0.7.255","广东","未知",""
"106138","234884096","234885119","14.0.12.0","14.0.15.255","福建","未知",""
"106144","234946560","234947583","14.1.0.0","14.1.3.255","福建","未知",""
"106146","234952704","234953727","14.1.24.0","14.1.27.255","中国","未知",""
"106148","234974208","234975231","14.1.108.0","14.1.111.255","中国","未知",""
"106149","235929600","235995135","14.16.0.0","14.16.255.255","广东","未知",""
"106156","236027904","236060671","14.17.128.0","14.17.255.255","广东","未知",""
"106191","236327936","236328959","14.22.20.0","14.22.23.255","广东","未知",""
"106193","236329216","236330239","14.22.25.0","14.22.28.255","广东","未知",""
"106200","236332032","236355583","14.22.36.0","14.22.127.255","广东","未知",""
"106201","236355584","236388351","14.22.128.0","14.22.255.255","广东","未知",""
"106203","236453888","236519423","14.24.0.0","14.24.255.255","广东","未知",""
"106204","236519424","236584959","14.25.0.0","14.25.255.255","广东","未知",""
"106205","236584960","236634111","14.26.0.0","14.26.191.255","广东","未知",""
"106209","236650496","236699647","14.27.0.0","14.27.191.255","广东","未知",""
"106214","236781568","236789759","14.29.0.0","14.29.31.255","广东","未知",""
"106218","236800256","236800511","14.29.73.0","14.29.73.255","广东","未知",""
"106225","236847104","236856831","14.30.0.0","14.30.37.255","广东","未知",""
"106231","236932096","236961791","14.31.76.0","14.31.191.255","广东","未知",""
"106233","236965888","236978175","14.31.208.0","14.31.255.255","广东","未知",""
"106235","241598464","241599487","14.102.128.0","14.102.131.255","福建","未知",""
"106247","242307072","242319359","14.113.80.0","14.113.127.255","广东","未知",""
"106258","242647040","242648063","14.118.128.0","14.118.131.255","广东","未知",""
"106288","242958336","242974719","14.123.64.0","14.123.127.255","广东","未知",""
"106328","243728384","243732479","14.135.0.0","14.135.15.255","宁夏","未知",""
"106371","244869376","244869631","14.152.105.0","14.152.105.255","广东","未知",""
"106388","244870400","244871167","14.152.109.0","14.152.111.255","广东","未知",""
"106391","244875264","244908031","14.152.128.0","14.152.255.255","广东","未知",""
"106409","247483392","247484415","14.192.76.0","14.192.79.255","福建","未知",""
"106414","247829504","247829565","14.197.148.0","14.197.148.61","中国","未知",""
"106416","247829567","247829759","14.197.148.63","14.197.148.255","中国","未知",""
"106417","247829760","247829792","14.197.149.0","14.197.149.32","中国","未知",""
"106419","247829794","247829800","14.197.149.34","14.197.149.40","中国","未知",""
"106421","247829802","247829851","14.197.149.42","14.197.149.91","中国","未知",""
"106423","247829856","247829933","14.197.149.96","14.197.149.173","中国","未知",""
"106425","247829935","247830015","14.197.149.175","14.197.149.255","中国","未知",""
"106446","247841841","247841841","14.197.196.49","14.197.196.49","中国","未知",""
"106497","247853056","247853089","14.197.240.0","14.197.240.33","中国","未知",""
"106499","247853091","247853311","14.197.240.35","14.197.240.255","中国","未知",""
"106500","247853312","247853336","14.197.241.0","14.197.241.24","中国","未知",""
"106502","247853339","247853567","14.197.241.27","14.197.241.255","中国","未知",""
"106503","247853568","247853648","14.197.242.0","14.197.242.80","中国","未知",""
"106505","247853650","247853664","14.197.242.82","14.197.242.96","中国","未知",""
"106507","247853666","247853801","14.197.242.98","14.197.242.233","中国","未知",""
"106509","247853803","247853823","14.197.242.235","14.197.242.255","中国","未知",""
"106510","247853824","247853980","14.197.243.0","14.197.243.156","中国","未知",""
"106512","247853982","247854012","14.197.243.158","14.197.243.188","中国","未知",""
"106514","247854014","247854029","14.197.243.190","14.197.243.205","中国","未知",""
"106516","247854031","247854064","14.197.243.207","14.197.243.240","中国","未知",""
"106518","247854066","247854079","14.197.243.242","14.197.243.255","中国","未知",""
"106519","247854080","247854225","14.197.244.0","14.197.244.145","中国","未知",""
"106521","247854227","247854308","14.197.244.147","14.197.244.228","中国","未知",""
"106523","247854310","247854335","14.197.244.230","14.197.244.255","中国","未知",""
"106524","247854336","247854344","14.197.245.0","14.197.245.8","中国","未知",""
"106526","247854346","247854348","14.197.245.10","14.197.245.12","中国","未知",""
"106528","247854350","247854460","14.197.245.14","14.197.245.124","中国","未知",""
"106530","247854462","247854477","14.197.245.126","14.197.245.141","中国","未知",""
"106532","247854479","247854549","14.197.245.143","14.197.245.213","中国","未知",""
"106534","247854551","247854568","14.197.245.215","14.197.245.232","中国","未知",""
"106536","247854570","247854576","14.197.245.234","14.197.245.240","中国","未知",""
"106538","247854578","247854591","14.197.245.242","14.197.245.255","中国","未知",""
"106539","247854592","247854760","14.197.246.0","14.197.246.168","中国","未知",""
"106541","247854762","247854764","14.197.246.170","14.197.246.172","中国","未知",""
"106543","247854766","247854847","14.197.246.174","14.197.246.255","中国","未知",""
"106545","247855104","247855204","14.197.248.0","14.197.248.100","中国","未知",""
"106547","247855206","247855289","14.197.248.102","14.197.248.185","中国","未知",""
"106549","247855291","247855359","14.197.248.187","14.197.248.255","中国","未知",""
"106550","247855360","247855615","14.197.249.0","14.197.249.255","中国","未知",""
"106551","247855616","247855632","14.197.250.0","14.197.250.16","中国","未知",""
"106553","247855634","247855647","14.197.250.18","14.197.250.31","中国","未知",""
"106555","247855652","247855703","14.197.250.36","14.197.250.87","中国","未知",""
"106558","247855712","247855731","14.197.250.96","14.197.250.115","中国","未知",""
"106560","247855736","247855783","14.197.250.120","14.197.250.167","中国","未知",""
"106562","247855788","247855791","14.197.250.172","14.197.250.175","中国","未知",""
"106565","247855800","247855817","14.197.250.184","14.197.250.201","中国","未知",""
"106567","247855819","247855869","14.197.250.203","14.197.250.253","中国","未知",""
"106569","247855871","247855871","14.197.250.255","14.197.250.255","中国","未知",""
"106571","247856128","247856172","14.197.252.0","14.197.252.44","中国","未知",""
"106573","247856174","247856383","14.197.252.46","14.197.252.255","中国","未知",""
"106574","247856384","247856432","14.197.253.0","14.197.253.48","中国","未知",""
"106575","247856433","247856433","14.197.253.49","14.197.253.49","中国","未知",""
"106576","247856434","247856532","14.197.253.50","14.197.253.148","中国","未知",""
"106578","247856534","247856639","14.197.253.150","14.197.253.255","中国","未知",""
"106579","247856640","247856721","14.197.254.0","14.197.254.81","中国","未知",""
"106581","247856723","247856895","14.197.254.83","14.197.254.255","中国","未知",""
"106584","248250368","248250623","14.204.0.0","14.204.0.255","云南","未知",""
"106586","248250880","248251135","14.204.2.0","14.204.2.255","云南","未知",""
"106588","248266752","248268799","14.204.64.0","14.204.71.255","云南","未知",""
"106593","248272896","248274943","14.204.88.0","14.204.95.255","云南","未知",""
"106595","248279040","248283135","14.204.112.0","14.204.127.255","云南","未知",""
"106597","248289280","248291327","14.204.152.0","14.204.159.255","云南","未知",""
"106601","248297472","248299519","14.204.184.0","14.204.191.255","云南","未知",""
"106611","248309760","248311807","14.204.232.0","14.204.239.255","云南","未知",""
"106777","453017856","453018623","27.0.129.0","27.0.131.255","中国","未知",""
"106781","453025792","453026815","27.0.160.0","27.0.163.255","中国","未知",""
"106782","453026816","453027839","27.0.164.0","27.0.167.255","中国","未知",""
"106783","453032960","453033983","27.0.188.0","27.0.191.255","中国","未知",""
"106785","453037056","453038079","27.0.204.0","27.0.207.255","中国","未知",""
"106786","453038080","453039103","27.0.208.0","27.0.211.255","中国","未知",""
"106787","453039104","453040127","27.0.212.0","27.0.215.255","中国","未知",""
"106830","454991872","455016447","27.30.160.0","27.30.255.255","湖北","未知",""
"106839","455065600","455067647","27.31.192.0","27.31.199.255","湖北","未知",""
"106844","455077888","455078911","27.31.240.0","27.31.243.255","湖北","未知",""
"106846","455079168","455079935","27.31.245.0","27.31.247.255","湖北","未知",""
"106848","455080192","455081215","27.31.249.0","27.31.252.255","湖北","未知",""
"106855","455272448","455274495","27.34.232.0","27.34.239.255","广东","未知",""
"106867","455560192","455563263","27.39.76.0","27.39.87.255","广东","未知",""
"106938","456271872","456273919","27.50.40.0","27.50.47.255","广东","未知",""
"106943","456542208","456544255","27.54.72.0","27.54.79.255","广东","未知",""
"106944","456562688","456564735","27.54.152.0","27.54.159.255","广东","未知",""
"106978","459505664","459538431","27.99.128.0","27.99.255.255","中国","未知",""
"106990","459735040","459800575","27.103.0.0","27.103.255.255","中国","未知",""
"106994","460136448","460144639","27.109.32.0","27.109.63.255","中国","未知",""
"107006","460423168","460439551","27.113.128.0","27.113.191.255","中国","未知",""
"107008","460598272","460599295","27.116.44.0","27.116.47.255","中国","未知",""
"107009","460933120","460935167","27.121.72.0","27.121.79.255","广东","未知",""
"107010","460945408","460947455","27.121.120.0","27.121.127.255","广东","未知",""
"107025","461373440","461438975","27.128.0.0","27.128.255.255","河北","未知",""
"107043","462684160","462716927","27.148.0.0","27.148.127.255","福建","未知",""
"107063","462749696","462815231","27.149.0.0","27.149.255.255","福建","未知",""
"107065","462819328","462823423","27.150.16.0","27.150.31.255","福建","未知",""
"107137","467484672","467488767","27.221.64.0","27.221.79.255","山东","未知",""
"107140","467495424","467501055","27.221.106.0","27.221.127.255","山东","未知",""
"107147","467533824","467542015","27.222.0.0","27.222.31.255","山东","未知",""
"107259","603979776","603980799","36.0.0.0","36.0.3.255","福建","未知",""
"107261","603983872","603996159","36.0.16.0","36.0.63.255","广东","未知",""
"107262","603996160","604045311","36.0.64.0","36.0.255.255","中国","未知",""
"107263","604045312","604061695","36.1.0.0","36.1.63.255","海南","未知",""
"107299","605028352","605061119","36.16.0.0","36.16.127.255","浙江","未知",""
"107300","605061120","605069311","36.16.128.0","36.16.159.255","浙江","未知",""
"107301","605069312","605093887","36.16.160.0","36.16.255.255","浙江","未知",""
"107311","605466624","605470719","36.22.176.0","36.22.191.255","浙江","未知",""
"107313","605478912","605487103","36.22.224.0","36.22.255.255","浙江","未知",""
"107314","605487104","605513727","36.23.0.0","36.23.103.255","浙江","未知",""
"107315","605513728","605519871","36.23.104.0","36.23.127.255","浙江","未知",""
"107316","605519872","605536255","36.23.128.0","36.23.191.255","浙江","未知",""
"107317","605536256","605552639","36.23.192.0","36.23.255.255","浙江","未知",""
"107319","605814784","606076927","36.28.0.0","36.31.255.255","浙江","未知",""
"107418","606337024","606337535","36.35.248.0","36.35.249.255","安徽","未知",""
"107422","606404608","606412799","36.37.0.0","36.37.31.255","广东","未知",""
"107424","606413824","606414335","36.37.36.0","36.37.37.255","福建","未知",""
"107425","606414592","606414847","36.37.39.0","36.37.39.255","福建","未知",""
"107426","606414848","606416895","36.37.40.0","36.37.47.255","广东","未知",""
"107427","606416896","606420991","36.37.48.0","36.37.63.255","广东","未知",""
"107439","606666752","606683135","36.41.0.0","36.41.63.255","陕西","未知",""
"107442","606695424","606699519","36.41.112.0","36.41.127.255","陕西","未知",""
"107454","606752768","606754815","36.42.80.0","36.42.87.255","陕西","未知",""
"107458","606765056","606781439","36.42.128.0","36.42.191.255","陕西","未知",""
"107465","606812160","606814207","36.43.56.0","36.43.63.255","陕西","未知",""
"107471","606830592","606831103","36.43.128.0","36.43.129.255","陕西","未知",""
"107473","606838784","606839807","36.43.160.0","36.43.163.255","陕西","未知",""
"107475","606846976","606847999","36.43.192.0","36.43.195.255","陕西","未知",""
"107481","606928896","606961663","36.45.0.0","36.45.127.255","陕西","未知",""
"107487","606990336","606994431","36.45.240.0","36.45.255.255","陕西","未知",""
"107516","607236096","607237887","36.49.176.0","36.49.182.255","吉林","未知",""
"107517","607237888","607239167","36.49.183.0","36.49.187.255","吉林","未知",""
"107519","607240192","607256575","36.49.192.0","36.49.255.255","吉林","未知",""
"107541","607780864","607789055","36.58.0.0","36.58.31.255","安徽","未知",""
"107543","607838208","607846399","36.58.224.0","36.58.255.255","安徽","未知",""
"107544","607846400","607854591","36.59.0.0","36.59.31.255","安徽","未知",""
"107546","607903744","607911935","36.59.224.0","36.59.255.255","安徽","未知",""
"107547","607911936","607977471","36.60.0.0","36.60.255.255","安徽","未知",""
"107548","607977472","608043007","36.61.0.0","36.61.255.255","安徽","未知",""
"107577","610330624","610332671","36.96.232.0","36.96.239.255","新疆","未知",""
"107579","610334720","610336767","36.96.248.0","36.96.255.255","新疆","未知",""
"107580","610336768","610353151","36.97.0.0","36.97.63.255","吉林","未知",""
"107582","610355200","610356223","36.97.72.0","36.97.75.255","吉林","未知",""
"107598","610387968","610389759","36.97.200.0","36.97.206.255","吉林","未知",""
"107602","610394112","610398207","36.97.224.0","36.97.239.255","吉林","未知",""
"107605","610400512","610400767","36.97.249.0","36.97.249.255","吉林","未知",""
"107607","610402304","610451455","36.98.0.0","36.98.191.255","河北","未知",""
"107608","610451456","610467839","36.98.192.0","36.98.255.255","河北","未知",""
"107661","610589696","610590719","36.100.220.0","36.100.223.255","青海","未知",""
"107678","610613248","610615295","36.101.56.0","36.101.63.255","海南","未知",""
"107700","610662400","610664447","36.101.248.0","36.101.255.255","海南","未知",""
"107702","610672640","610676735","36.102.32.0","36.102.47.255","内蒙古","未知",""
"107711","610709504","610713599","36.102.176.0","36.102.191.255","内蒙古","未知",""
"107714","610721792","610729983","36.102.224.0","36.102.255.255","内蒙古","未知",""
"107744","610797568","610802687","36.104.8.0","36.104.27.255","吉林","未知",""
"107745","610802688","610844671","36.104.28.0","36.104.191.255","吉林","未知",""
"107746","610844672","610861055","36.104.192.0","36.104.255.255","吉林","未知",""
"107777","610918400","610920447","36.105.224.0","36.105.231.255","新疆","未知",""
"107809","611057664","611058687","36.108.0.0","36.108.3.255","新疆","未知",""
"107818","611074048","611090431","36.108.64.0","36.108.127.255","新疆","未知",""
"107870","611295232","611319807","36.111.160.0","36.111.255.255","海南","未知",""
"107871","611319808","612368383","36.112.0.0","36.127.255.255","浙江","未知",""
"107872","612368384","613744639","36.128.0.0","36.148.255.255","中国","未知",""
"107873","613744640","613746431","36.149.0.0","36.149.6.255","江苏","未知",""
"107875","613746688","613747711","36.149.8.0","36.149.11.255","江苏","未知",""
"107877","613748736","613753855","36.149.16.0","36.149.35.255","江苏","未知",""
"107879","613754112","613754367","36.149.37.0","36.149.37.255","江苏","未知",""
"107882","613755392","613755903","36.149.42.0","36.149.43.255","江苏","未知",""
"107884","613756160","613762047","36.149.45.0","36.149.67.255","江苏","未知",""
"107886","613763072","613764095","36.149.72.0","36.149.75.255","江苏","未知",""
"107888","613765120","613765887","36.149.80.0","36.149.82.255","江苏","未知",""
"107890","613766144","613772287","36.149.84.0","36.149.107.255","江苏","未知",""
"107892","613772544","613777407","36.149.109.0","36.149.127.255","江苏","未知",""
"107895","613779456","613780479","36.149.136.0","36.149.139.255","江苏","未知",""
"107898","613782528","613785599","36.149.148.0","36.149.159.255","江苏","未知",""
"107900","613786112","613786623","36.149.162.0","36.149.163.255","江苏","未知",""
"107902","613786880","613787135","36.149.165.0","36.149.165.255","江苏","未知",""
"107905","613788160","613788671","36.149.170.0","36.149.171.255","江苏","未知",""
"107908","613789184","613793791","36.149.174.0","36.149.191.255","江苏","未知",""
"107911","613795840","613796863","36.149.200.0","36.149.203.255","江苏","未知",""
"107914","613798912","613800959","36.149.212.0","36.149.219.255","江苏","未知",""
"107916","613801216","613805055","36.149.221.0","36.149.235.255","江苏","未知",""
"107920","613805824","613810175","36.149.239.0","36.149.255.255","江苏","未知",""
"107921","613810176","614203391","36.150.0.0","36.155.255.255","中国","未知",""
"107922","614203392","614268927","36.156.0.0","36.156.255.255","江苏","未知",""
"107923","614268928","614531071","36.157.0.0","36.160.255.255","中国","未知",""
"107924","614531072","614596607","36.161.0.0","36.161.255.255","安徽","未知",""
"107925","614596608","614629375","36.162.0.0","36.162.127.255","中国","未知",""
"107928","614631680","614632959","36.162.137.0","36.162.141.255","西藏","未知",""
"107932","614637056","614638335","36.162.158.0","36.162.162.255","西藏","未知",""
"107940","614647552","614648831","36.162.199.0","36.162.203.255","西藏","未知",""
"107948","614655488","614656511","36.162.230.0","36.162.233.255","西藏","未知",""
"107950","614657536","614658047","36.162.238.0","36.162.239.255","西藏","未知",""
"107952","614658304","614659327","36.162.241.0","36.162.244.255","西藏","未知",""
"107954","614659584","614659839","36.162.246.0","36.162.246.255","西藏","未知",""
"107956","614660096","614660351","36.162.248.0","36.162.248.255","西藏","未知",""
"107961","614661632","614662143","36.162.254.0","36.162.255.255","西藏","未知",""
"107962","614662144","616169471","36.163.0.0","36.185.255.255","中国","未知",""
"107964","616174080","616175615","36.186.18.0","36.186.23.255","新疆","未知",""
"108066","616379392","616380415","36.189.52.0","36.189.55.255","新疆","未知",""
"108068","616381696","616382463","36.189.61.0","36.189.63.255","新疆","未知",""
"108072","616385536","616386559","36.189.76.0","36.189.79.255","新疆","未知",""
"108074","616388608","616431615","36.189.88.0","36.189.255.255","新疆","未知",""
"108075","616431616","616497151","36.190.0.0","36.190.255.255","中国","未知",""
"108076","616497152","616562687","36.191.0.0","36.191.255.255","中国","未知",""
"108085","616567296","616567551","36.192.18.0","36.192.18.255","河北","未知",""
"108087","616567808","616568063","36.192.20.0","36.192.20.255","河北","未知",""
"108090","616568576","616569855","36.192.23.0","36.192.27.255","河北","未知",""
"108091","616569856","616571903","36.192.28.0","36.192.35.255","山西","未知",""
"108095","616572416","616572671","36.192.38.0","36.192.38.255","内蒙古","未知",""
"108097","616572928","616573951","36.192.40.0","36.192.43.255","内蒙古","未知",""
"108098","616573952","616574975","36.192.44.0","36.192.47.255","辽宁","未知",""
"108100","616575744","616582143","36.192.51.0","36.192.75.255","辽宁","未知",""
"108101","616582144","616586239","36.192.76.0","36.192.91.255","吉林","未知",""
"108102","616586240","616590335","36.192.92.0","36.192.107.255","黑龙江","未知",""
"108104","616592128","616598271","36.192.115.0","36.192.138.255","江苏","未知",""
"108105","616598272","616602879","36.192.139.0","36.192.156.255","浙江","未知",""
"108106","616602880","616606463","36.192.157.0","36.192.170.255","安徽","未知",""
"108107","616606464","616607743","36.192.171.0","36.192.175.255","福建","未知",""
"108109","616608000","616610303","36.192.177.0","36.192.185.255","福建","未知",""
"108111","616610560","616612607","36.192.187.0","36.192.194.255","福建","未知",""
"108112","616612608","616613887","36.192.195.0","36.192.199.255","江西","未知",""
"108124","616614592","616614655","36.192.202.192","36.192.202.255","江西","未知",""
"108127","616615424","616615935","36.192.206.0","36.192.207.255","山东","未知",""
"108130","616616448","616616959","36.192.210.0","36.192.211.255","山东","未知",""
"108132","616617216","616617983","36.192.213.0","36.192.215.255","山东","未知",""
"108137","616618272","616618311","36.192.217.32","36.192.217.71","山东","未知",""
"108140","616618336","616618367","36.192.217.96","36.192.217.127","山东","未知",""
"108142","616618400","616618431","36.192.217.160","36.192.217.191","山东","未知",""
"108144","616618464","616618495","36.192.217.224","36.192.217.255","山东","未知",""
"108145","616618496","616619775","36.192.218.0","36.192.222.255","山东","未知",""
"108146","616619776","616624895","36.192.223.0","36.192.242.255","河南","未知",""
"108147","616624896","616628223","36.192.243.0","36.192.255.255","湖北","未知",""
"108148","616628224","616630527","36.193.0.0","36.193.8.255","湖北","未知",""
"108149","616630528","616631807","36.193.9.0","36.193.13.255","湖南","未知",""
"108164","616636416","616636927","36.193.32.0","36.193.33.255","湖南","未知",""
"108165","616636928","616640511","36.193.34.0","36.193.47.255","广东","未知",""
"108169","616642048","616642559","36.193.54.0","36.193.55.255","广东","未知",""
"108173","616643072","616643327","36.193.58.0","36.193.58.255","广东","未知",""
"108175","616643584","616644607","36.193.60.0","36.193.63.255","广东","未知",""
"108176","616644608","616647679","36.193.64.0","36.193.75.255","广西","未知",""
"108177","616647680","616648191","36.193.76.0","36.193.77.255","海南","未知",""
"108179","616649728","616651007","36.193.84.0","36.193.88.255","四川","未知",""
"108181","616651264","616653311","36.193.90.0","36.193.97.255","四川","未知",""
"108182","616653312","616654591","36.193.98.0","36.193.102.255","贵州","未知",""
"108183","616654592","616656383","36.193.103.0","36.193.109.255","云南","未知",""
"108184","616656384","616656895","36.193.110.0","36.193.111.255","陕西","未知",""
"108186","616657664","616659455","36.193.115.0","36.193.121.255","陕西","未知",""
"108187","616659456","616660479","36.193.122.0","36.193.125.255","甘肃","未知",""
"108188","616660480","616660991","36.193.126.0","36.193.127.255","青海","未知",""
"108189","616660992","616661503","36.193.128.0","36.193.129.255","宁夏","未知",""
"108190","616661504","616663295","36.193.130.0","36.193.136.255","新疆","未知",""
"108191","616663296","616693759","36.193.137.0","36.193.255.255","中国","未知",""
"108192","616693760","618659839","36.194.0.0","36.223.255.255","中国","未知",""
"108655","620367872","620380159","36.250.16.0","36.250.63.255","福建","未知",""
"108672","620625920","620691455","36.254.0.0","36.254.255.255","中国","未知",""
"108676","620721152","620722175","36.255.116.0","36.255.119.255","中国","未知",""
"108677","620724224","620725247","36.255.128.0","36.255.131.255","中国","未知",""
"108678","620733440","620734463","36.255.164.0","36.255.167.255","中国","未知",""
"108679","620735488","620736511","36.255.172.0","36.255.175.255","中国","未知",""
"108680","620736512","620737535","36.255.176.0","36.255.179.255","中国","未知",""
"108689","654311424","654311679","39.0.0.0","39.0.0.255","福建","未知",""
"108690","654311936","654313471","39.0.2.0","39.0.7.255","福建","未知",""
"108691","654313472","654376959","39.0.8.0","39.0.255.255","广东","未知",""
"108719","659611648","659619839","39.80.224.0","39.80.255.255","山东","未知",""
"108741","660307968","660340735","39.91.128.0","39.91.255.255","山东","未知",""
"108742","660340736","660406271","39.92.0.0","39.92.255.255","山东","未知",""
"108743","660406272","660471807","39.93.0.0","39.93.255.255","山东","未知",""
"108744","660471808","660537343","39.94.0.0","39.94.255.255","山东","未知",""
"108745","660537344","660602111","39.95.0.0","39.95.252.255","山东","未知",""
"108747","660602368","660602879","39.95.254.0","39.95.255.255","山东","未知",""
"108756","662701056","662702079","39.128.4.0","39.128.7.255","云南","未知",""
"108758","662702848","662703359","39.128.11.0","39.128.12.255","云南","未知",""
"108760","662704128","662704895","39.128.16.0","39.128.18.255","云南","未知",""
"108762","662705664","662706175","39.128.22.0","39.128.23.255","云南","未知",""
"108764","662706432","662707199","39.128.25.0","39.128.27.255","云南","未知",""
"108769","662720512","662722047","39.128.80.0","39.128.85.255","云南","未知",""
"108771","662723072","662723327","39.128.90.0","39.128.90.255","云南","未知",""
"108776","662732800","662735615","39.128.128.0","39.128.138.255","云南","未知",""
"108782","662745088","662746111","39.128.176.0","39.128.179.255","云南","未知",""
"108786","662749184","662751231","39.128.192.0","39.128.199.255","云南","未知",""
"108788","662752768","662753023","39.128.206.0","39.128.206.255","云南","未知",""
"108791","662757376","662759423","39.128.224.0","39.128.231.255","云南","未知",""
"108793","662760448","662761215","39.128.236.0","39.128.238.255","云南","未知",""
"108797","662763008","662763263","39.128.246.0","39.128.246.255","云南","未知",""
"108799","662763520","662765567","39.128.248.0","39.128.255.255","云南","未知",""
"108801","662765824","662773759","39.129.1.0","39.129.31.255","云南","未知",""
"108803","662774016","662774783","39.129.33.0","39.129.35.255","云南","未知",""
"108805","662775552","662775807","39.129.39.0","39.129.39.255","云南","未知",""
"108807","662776064","662831103","39.129.41.0","39.129.255.255","云南","未知",""
"108808","662831104","664010751","39.130.0.0","39.147.255.255","中国","未知",""
"108813","664051712","664059903","39.148.160.0","39.148.191.255","河南","未知",""
"108816","664135936","664137727","39.149.233.0","39.149.239.255","河南","未知",""
"108818","664137984","664141823","39.149.241.0","39.149.255.255","河南","未知",""
"108821","664207360","664207615","39.151.0.0","39.151.0.255","河南","未知",""
"108824","664208128","664209663","39.151.3.0","39.151.8.255","河南","未知",""
"108826","664209920","664210431","39.151.10.0","39.151.11.255","河南","未知",""
